ItemID,Category,ParentCategory
1005372,"Бальзамы, кондиционеры","Красота, гигиена, здоровье"
1005380,Гели для душа,"Красота, гигиена, здоровье"
1005385,Сыры,Молочная продукция
1005387,Дезодоранты,"Красота, гигиена, здоровье"
1005388,Сухие шампуни,"Красота, гигиена, здоровье"
1005391,Шампуни,"Красота, гигиена, здоровье"
1005392,Кассеты и станки для бритья,"Красота, гигиена, здоровье"
1005399,Зубные пасты,"Красота, гигиена, здоровье"
1005406,"Бальзамы, кондиционеры","Красота, гигиена, здоровье"
1005407,"Бальзамы, кондиционеры","Красота, гигиена, здоровье"
1005409,Зубные щётки,"Красота, гигиена, здоровье"
1005411,Шампуни,"Красота, гигиена, здоровье"
1005413,Краски для волос,"Красота, гигиена, здоровье"
1005420,Шампуни,"Красота, гигиена, здоровье"
1005425,Шампуни,"Красота, гигиена, здоровье"
1005430,Косметические средства для детей,Для детей
1005431,Шампуни,"Красота, гигиена, здоровье"
1005437,Гели для душа,"Красота, гигиена, здоровье"
1005442,Салфетки,Для дома и сада
1005444,Дезодоранты,"Красота, гигиена, здоровье"
1005445,Гели для душа,"Красота, гигиена, здоровье"
1005447,Косметические средства для детей,Для детей
1005451,Зубные пасты,"Красота, гигиена, здоровье"
1005457,Зубные щётки,"Красота, гигиена, здоровье"
1005458,Уход за одеждой,Бытовая химия
